Iteration,Current_Best_y,Energy
512,0.0956,-15.34383165
513,0.0956,-15.34383165
514,0.0956,-15.34383165
515,0.0956,-15.34383165
516,0.0956,-15.34383165
517,0.0956,-15.34383165
518,0.0956,-15.34383165
519,0.0956,-15.34383165
520,0.0956,-15.34383165
521,0.0956,-15.34383165
522,0.0956,-15.34383165
523,0.0956,-15.34383165
524,0.0956,-15.34383165
525,0.0956,-15.34383165
526,0.0956,-15.34383165
527,0.0956,-15.34383165
528,0.0955,-15.34095521
529,0.0955,-15.34095521
530,0.0955,-15.34095521
531,0.0952,-15.34116
532,0.0952,-15.34116
533,0.0952,-15.34116
534,0.0952,-15.34116
535,0.0952,-15.34116
536,0.0952,-15.34116
537,0.0952,-15.34116
538,0.0952,-15.34116
539,0.0952,-15.34116
540,0.0952,-15.34116
541,0.0952,-15.34116
542,0.0952,-15.34116
543,0.0952,-15.34116
544,0.0952,-15.34116
545,0.0952,-15.34116
546,0.0952,-15.34116
547,0.0952,-15.34116
548,0.0952,-15.34116
549,0.0952,-15.34116
550,0.0952,-15.34116
551,0.0952,-15.34116
552,0.0952,-15.34116
553,0.0952,-15.34116
554,0.0952,-15.34116
555,0.0952,-15.34116
556,0.0952,-15.34116
557,0.0952,-15.34116
558,0.0952,-15.34116
559,0.0952,-15.34116
560,0.0952,-15.34116
561,0.0952,-15.34116
562,0.0952,-15.34116
563,0.0952,-15.34116
564,0.095,-15.34123818
565,0.095,-15.34123818
566,0.095,-15.34123818
567,0.0947,-15.34131141
568,0.0947,-15.34131141
569,0.0947,-15.34131141
570,0.0947,-15.34131141
571,0.0947,-15.34131141
572,0.0947,-15.34131141
573,0.0946,-15.34105436
574,0.0946,-15.34105436
575,0.0946,-15.34105436
576,0.0946,-15.34105436
577,0.0946,-15.34105436
578,0.0946,-15.34105436
579,0.0946,-15.34105436
580,0.0946,-15.34105436
581,0.0946,-15.34105436
582,0.0946,-15.34105436
583,0.0946,-15.34105436
584,0.0946,-15.34105436
585,0.0946,-15.34105436
586,0.0946,-15.34105436
587,0.0946,-15.34105436
588,0.0946,-15.34105436
589,0.0946,-15.34105436
590,0.0946,-15.34105436
591,0.0946,-15.34105436
592,0.0946,-15.34105436
593,0.0946,-15.34105436
