sample_index,current_best_R,current_R
951,0.107,0.3282
952,0.107,0.2539
953,0.107,0.4198
954,0.107,0.1167
955,0.107,0.2566
956,0.107,0.1695
957,0.107,0.2254
958,0.107,0.2851
959,0.107,0.2565
960,0.107,0.1316
961,0.107,0.5352
962,0.107,0.4531
963,0.107,0.174
964,0.107,0.2336
965,0.107,0.2936
966,0.107,0.5851
967,0.107,0.786
968,0.107,0.1181
969,0.107,0.8005
970,0.107,0.2742
971,0.107,0.1176
972,0.107,0.1212
973,0.107,0.4269
974,0.107,0.1163
975,0.107,0.3818
976,0.107,0.4734
977,0.107,0.4912
978,0.107,0.4833
979,0.107,0.5929
980,0.107,0.1427
981,0.107,0.1133
982,0.107,0.4473
983,0.107,0.1832
984,0.107,0.1237
985,0.107,0.232
986,0.107,0.1223
987,0.107,0.1199
988,0.107,0.203
989,0.107,0.1435
990,0.107,0.1589
991,0.107,0.1249
992,0.107,0.7023
993,0.107,0.2417
994,0.107,0.4267
995,0.107,0.4401
996,0.107,0.252
997,0.107,0.6613
998,0.107,0.4004
999,0.107,0.7249
1000,0.107,0.2635
