sample_index,current_best_R,current_R
691,0.1316,0.1341
692,0.1316,0.6346
693,0.1316,0.214
694,0.1316,0.3466
695,0.1316,1000.0
696,0.1316,0.1737
697,0.1316,0.1755
698,0.1316,0.1357
699,0.1316,0.1508
700,0.1316,0.211
701,0.1316,0.1771
702,0.1316,0.1328
703,0.1316,0.4352
704,0.1316,0.565
705,0.1316,0.5263
706,0.1316,0.2311
707,0.1316,0.1851
708,0.1316,0.4482
709,0.1316,0.3035
710,0.1316,0.2069
711,0.1272,0.1272
712,0.1272,0.129
713,0.1194,0.1194
714,0.1194,0.1538
715,0.1194,0.2137
716,0.1194,0.291
717,0.1194,0.2424
718,0.1194,0.4405
719,0.1194,0.2222
720,0.1194,0.4401
721,0.1194,0.2665
722,0.1194,0.2488
723,0.1194,0.153
724,0.1194,0.1638
725,0.1194,0.3209
726,0.1194,0.2833
727,0.1194,0.2648
728,0.1194,0.2312
729,0.1194,0.346
730,0.1194,0.1416
731,0.1194,0.2032
732,0.1194,0.5044
733,0.1194,0.1221
734,0.1194,0.2204
735,0.1194,0.5753
736,0.1194,0.2057
737,0.1194,0.3667
738,0.1194,0.1271
739,0.1194,0.2878
740,0.1194,0.5387
741,0.1181,0.1181
742,0.1181,0.1336
743,0.1181,0.3292
744,0.1181,0.1772
745,0.1181,0.1552
746,0.1181,0.1997
747,0.1181,0.1569
748,0.1181,0.1204
749,0.1181,0.1712
750,0.1181,0.299
751,0.1181,0.1443
752,0.1181,0.4131
753,0.1181,0.344
754,0.1181,0.1714
755,0.1181,0.1904
756,0.1181,0.2088
757,0.1181,0.2356
758,0.1181,0.2493
759,0.1181,0.208
760,0.1181,0.1377
761,0.1181,0.3539
762,0.1181,0.5264
763,0.1181,0.3415
764,0.1181,0.1422
765,0.1153,0.1153
766,0.1153,0.285
767,0.1153,1000.0
768,0.1108,0.1108
769,0.1108,0.4212
770,0.1108,0.2906
771,0.1108,0.2313
772,0.1108,0.1115
773,0.1108,0.1486
774,0.1108,0.2642
775,0.1108,0.1476
776,0.1108,0.216
777,0.1108,0.432
778,0.1108,0.2442
779,0.1108,0.19
780,0.1108,0.3084
781,0.1108,0.3596
782,0.1108,0.2704
783,0.1064,0.1064
784,0.1064,0.1851
785,0.1064,0.1071
786,0.1064,0.3243
787,0.1064,0.1909
788,0.0931,0.0931
789,0.0931,0.1788
790,0.0931,0.3416
791,0.0931,0.526
792,0.0931,0.5772
793,0.0931,0.3264
794,0.0931,0.1282
795,0.0931,0.1121
796,0.0931,0.337
797,0.0931,1000.0
798,0.0931,0.4034
799,0.0931,0.0996
800,0.0931,0.1176
801,0.0931,0.1789
802,0.0931,0.4993
803,0.0931,0.1665
804,0.0931,0.2897
805,0.0931,0.1689
806,0.0931,0.1099
807,0.0931,0.3525
808,0.0931,0.2242
809,0.0931,0.2166
810,0.0931,0.5119
811,0.0931,0.2327
812,0.0931,0.3798
813,0.0931,0.1868
814,0.0931,1000.0
815,0.0931,1000.0
816,0.0931,0.1301
817,0.0931,0.2477
818,0.0931,0.2371
819,0.0931,0.1123
820,0.0931,1000.0
821,0.0931,1000.0
822,0.0931,0.1088
823,0.0931,0.1196
824,0.0931,1000.0
825,0.0931,0.2935
826,0.0931,0.2412
827,0.0931,0.2696
828,0.0931,0.2097
829,0.0931,0.1637
830,0.0931,0.095
831,0.0931,0.1914
832,0.0931,0.1169
833,0.0931,0.23
834,0.0931,0.2458
835,0.0931,0.1727
836,0.0931,0.3068
837,0.0931,0.0999
838,0.0931,0.2855
839,0.0931,1000.0
840,0.0931,0.1465
841,0.0931,0.4587
842,0.0931,0.2302
843,0.0931,0.2339
844,0.0931,0.1078
845,0.0931,0.1445
846,0.0931,0.2197
847,0.0931,1000.0
848,0.0931,0.2433
849,0.0931,0.2723
850,0.0931,0.1657
851,0.0922,0.0922
852,0.0922,0.129
853,0.0922,0.3713
854,0.0922,0.3043
855,0.0922,0.11
856,0.0922,0.1739
857,0.0922,0.2419
858,0.0922,0.1268
859,0.0922,0.1614
860,0.0922,0.3398
861,0.0922,0.1803
862,0.0922,0.1918
863,0.0922,0.3612
864,0.0922,0.2628
865,0.0922,0.1919
866,0.0901,0.0901
867,0.0901,0.166
868,0.0901,0.3446
869,0.0901,0.1896
870,0.0901,0.098
871,0.0901,0.4242
872,0.0901,0.0944
873,0.0901,0.1935
874,0.0901,0.1513
875,0.0901,0.294
876,0.0901,0.1186
877,0.0901,0.1113
878,0.0901,0.3129
879,0.0901,0.1902
880,0.0901,0.1084
881,0.0901,0.0925
882,0.0901,0.3059
883,0.0901,0.3042
884,0.0901,0.2433
885,0.0901,0.2028
886,0.0901,0.3331
887,0.0901,0.1029
888,0.0901,0.1073
889,0.0901,0.091
890,0.0901,0.1338
891,0.0901,0.1675
892,0.0901,0.2989
893,0.0901,0.114
894,0.0901,0.5155
895,0.0901,0.0956
896,0.0901,0.3799
897,0.0901,0.2953
898,0.0901,0.1356
899,0.0901,0.1146
900,0.0901,0.1496
901,0.0901,0.2981
902,0.0901,0.177
903,0.0901,0.1128
904,0.0901,0.1682
905,0.0901,0.1213
906,0.0901,0.1859
907,0.0901,0.2141
908,0.0901,0.1882
909,0.0901,0.3922
910,0.0901,0.1095
911,0.0901,0.1357
912,0.0895,0.0895
913,0.0895,0.3262
914,0.0895,0.1123
915,0.0895,1000.0
916,0.0895,0.1053
917,0.0895,0.0971
918,0.0895,0.1993
919,0.0895,0.1306
920,0.0895,1000.0
921,0.0895,0.0939
922,0.0895,0.0985
923,0.0895,0.1061
924,0.0895,0.1567
925,0.0895,0.2932
926,0.0895,0.2762
927,0.0895,0.0896
928,0.0895,0.1523
929,0.0895,0.0964
930,0.0895,0.1842
931,0.0895,1000.0
932,0.0895,0.2348
933,0.0895,0.097
934,0.0895,0.1661
935,0.0895,0.1931
936,0.0895,0.1577
937,0.0895,0.1256
938,0.0895,0.0907
939,0.0895,0.302
940,0.0895,0.1765
941,0.0895,0.22
942,0.0895,0.2512
943,0.0895,0.1056
944,0.0895,0.0969
945,0.0895,0.1824
946,0.0895,0.1697
947,0.0895,0.1785
948,0.0895,0.1389
949,0.0895,0.1217
950,0.0895,0.4158
951,0.0895,0.1341
952,0.0895,0.1778
953,0.0895,1000.0
954,0.0895,0.1699
